# Assembly name:  ASM296699v1
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA433451
# Submitter:      BGI
# Date:           2018-03-02
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    PTTO01
# Assembly method: Falcon + Dovetail HiRes v. JULY-2016
# Expected final version: no
# Genome coverage: 90.0x
# Sequencing technology: PacBio; Illumina
# GenBank assembly accession: GCA_002966995.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002967025.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig676	unplaced-scaffold	na	na	PTTO01001990.1	<>	na	Primary Assembly	36767	na
Contig677	unplaced-scaffold	na	na	PTTO01001500.1	<>	na	Primary Assembly	20222	na
Contig678	unplaced-scaffold	na	na	PTTO01003771.1	<>	na	Primary Assembly	23496	na
Contig679	unplaced-scaffold	na	na	PTTO01000988.1	<>	na	Primary Assembly	10761	na
Contig68	unplaced-scaffold	na	na	PTTO01004252.1	<>	na	Primary Assembly	1412594	na
Contig680	unplaced-scaffold	na	na	PTTO01002178.1	<>	na	Primary Assembly	37580	na
Contig681	unplaced-scaffold	na	na	PTTO01001736.1	<>	na	Primary Assembly	66719	na
Contig682	unplaced-scaffold	na	na	PTTO01000121.1	<>	na	Primary Assembly	14990	na
Contig683	unplaced-scaffold	na	na	PTTO01000670.1	<>	na	Primary Assembly	33346	na
Contig684	unplaced-scaffold	na	na	PTTO01000530.1	<>	na	Primary Assembly	55325	na
Contig685	unplaced-scaffold	na	na	PTTO01002149.1	<>	na	Primary Assembly	156371	na
Contig686	unplaced-scaffold	na	na	PTTO01003780.1	<>	na	Primary Assembly	27139	na
Contig687	unplaced-scaffold	na	na	PTTO01000793.1	<>	na	Primary Assembly	12664	na
Contig688	unplaced-scaffold	na	na	PTTO01004222.1	<>	na	Primary Assembly	7964	na
Contig689	unplaced-scaffold	na	na	PTTO01003518.1	<>	na	Primary Assembly	39094	na
Contig69	unplaced-scaffold	na	na	PTTO01004510.1	<>	na	Primary Assembly	228645	na
Contig690	unplaced-scaffold	na	na	PTTO01004562.1	<>	na	Primary Assembly	115960	na
Contig691	unplaced-scaffold	na	na	PTTO01003876.1	<>	na	Primary Assembly	15210	na
Contig692	unplaced-scaffold	na	na	PTTO01001273.1	<>	na	Primary Assembly	15126	na
Contig693	unplaced-scaffold	na	na	PTTO01000610.1	<>	na	Primary Assembly	169709	na
Contig694	unplaced-scaffold	na	na	PTTO01002518.1	<>	na	Primary Assembly	14184	na
Contig695	unplaced-scaffold	na	na	PTTO01001901.1	<>	na	Primary Assembly	14715	na
Contig696	unplaced-scaffold	na	na	PTTO01003870.1	<>	na	Primary Assembly	10242	na
Contig697	unplaced-scaffold	na	na	PTTO01003210.1	<>	na	Primary Assembly	111887	na
Contig698	unplaced-scaffold	na	na	PTTO01000608.1	<>	na	Primary Assembly	307919	na
Contig699	unplaced-scaffold	na	na	PTTO01000010.1	<>	na	Primary Assembly	50440	na
Contig7	unplaced-scaffold	na	na	PTTO01001204.1	<>	na	Primary Assembly	9294879	na
Contig70	unplaced-scaffold	na	na	PTTO01001320.1	<>	na	Primary Assembly	18842141	na
Contig700	unplaced-scaffold	na	na	PTTO01002266.1	<>	na	Primary Assembly	34077	na
Contig701	unplaced-scaffold	na	na	PTTO01003059.1	<>	na	Primary Assembly	38789	na
Contig702	unplaced-scaffold	na	na	PTTO01001257.1	<>	na	Primary Assembly	26436	na
Contig703	unplaced-scaffold	na	na	PTTO01002041.1	<>	na	Primary Assembly	21072	na
Contig704	unplaced-scaffold	na	na	PTTO01000529.1	<>	na	Primary Assembly	569928	na
Contig705	unplaced-scaffold	na	na	PTTO01001041.1	<>	na	Primary Assembly	26727	na
Contig706	unplaced-scaffold	na	na	PTTO01000287.1	<>	na	Primary Assembly	31519	na
Contig707	unplaced-scaffold	na	na	PTTO01000917.1	<>	na	Primary Assembly	12739	na
Contig708	unplaced-scaffold	na	na	PTTO01002819.1	<>	na	Primary Assembly	56571	na
Contig709	unplaced-scaffold	na	na	PTTO01003616.1	<>	na	Primary Assembly	82259	na
Contig71	unplaced-scaffold	na	na	PTTO01002056.1	<>	na	Primary Assembly	173802	na
Contig710	unplaced-scaffold	na	na	PTTO01003637.1	<>	na	Primary Assembly	80236	na
Contig711	unplaced-scaffold	na	na	PTTO01000791.1	<>	na	Primary Assembly	43405	na
Contig712	unplaced-scaffold	na	na	PTTO01002695.1	<>	na	Primary Assembly	32932	na
Contig713	unplaced-scaffold	na	na	PTTO01004071.1	<>	na	Primary Assembly	83504	na
Contig714	unplaced-scaffold	na	na	PTTO01002017.1	<>	na	Primary Assembly	42262	na
Contig715	unplaced-scaffold	na	na	PTTO01001548.1	<>	na	Primary Assembly	30753	na
Contig716	unplaced-scaffold	na	na	PTTO01000181.1	<>	na	Primary Assembly	10101	na
Contig717	unplaced-scaffold	na	na	PTTO01000393.1	<>	na	Primary Assembly	41047	na
Contig718	unplaced-scaffold	na	na	PTTO01000604.1	<>	na	Primary Assembly	40061	na
Contig719	unplaced-scaffold	na	na	PTTO01000106.1	<>	na	Primary Assembly	20929	na
Contig72	unplaced-scaffold	na	na	PTTO01000139.1	<>	na	Primary Assembly	143493	na
Contig720	unplaced-scaffold	na	na	PTTO01003835.1	<>	na	Primary Assembly	55795	na
Contig721	unplaced-scaffold	na	na	PTTO01003209.1	<>	na	Primary Assembly	35148	na
Contig722	unplaced-scaffold	na	na	PTTO01001120.1	<>	na	Primary Assembly	46131	na
Contig723	unplaced-scaffold	na	na	PTTO01000766.1	<>	na	Primary Assembly	60338	na
Contig724	unplaced-scaffold	na	na	PTTO01002657.1	<>	na	Primary Assembly	48690	na
Contig725	unplaced-scaffold	na	na	PTTO01001754.1	<>	na	Primary Assembly	15601	na
Contig726	unplaced-scaffold	na	na	PTTO01003765.1	<>	na	Primary Assembly	1885	na
Contig727	unplaced-scaffold	na	na	PTTO01003381.1	<>	na	Primary Assembly	33988	na
Contig728	unplaced-scaffold	na	na	PTTO01000767.1	<>	na	Primary Assembly	42056	na
Contig729	unplaced-scaffold	na	na	PTTO01000156.1	<>	na	Primary Assembly	40490	na
Contig73	unplaced-scaffold	na	na	PTTO01003701.1	<>	na	Primary Assembly	806963	na
Contig730	unplaced-scaffold	na	na	PTTO01000198.1	<>	na	Primary Assembly	13498	na
Contig731	unplaced-scaffold	na	na	PTTO01003806.1	<>	na	Primary Assembly	39141	na
Contig732	unplaced-scaffold	na	na	PTTO01004323.1	<>	na	Primary Assembly	54101	na
Contig733	unplaced-scaffold	na	na	PTTO01002546.1	<>	na	Primary Assembly	25266	na
Contig734	unplaced-scaffold	na	na	PTTO01001517.1	<>	na	Primary Assembly	68786	na
Contig735	unplaced-scaffold	na	na	PTTO01001849.1	<>	na	Primary Assembly	21954	na
Contig736	unplaced-scaffold	na	na	PTTO01000244.1	<>	na	Primary Assembly	47584	na
Contig737	unplaced-scaffold	na	na	PTTO01000630.1	<>	na	Primary Assembly	21110	na
Contig738	unplaced-scaffold	na	na	PTTO01000625.1	<>	na	Primary Assembly	48076	na
Contig739	unplaced-scaffold	na	na	PTTO01004479.1	<>	na	Primary Assembly	29106	na
Contig74	unplaced-scaffold	na	na	PTTO01004340.1	<>	na	Primary Assembly	4210892	na
Contig740	unplaced-scaffold	na	na	PTTO01001461.1	<>	na	Primary Assembly	19222	na
Contig741	unplaced-scaffold	na	na	PTTO01001961.1	<>	na	Primary Assembly	1148106	na
Contig742	unplaced-scaffold	na	na	PTTO01003143.1	<>	na	Primary Assembly	43639	na
Contig743	unplaced-scaffold	na	na	PTTO01003642.1	<>	na	Primary Assembly	37001	na
Contig744	unplaced-scaffold	na	na	PTTO01004067.1	<>	na	Primary Assembly	44879	na
Contig745	unplaced-scaffold	na	na	PTTO01000013.1	<>	na	Primary Assembly	33296	na
Contig746	unplaced-scaffold	na	na	PTTO01001226.1	<>	na	Primary Assembly	55273	na
Contig747	unplaced-scaffold	na	na	PTTO01001550.1	<>	na	Primary Assembly	54605	na
Contig748	unplaced-scaffold	na	na	PTTO01002189.1	<>	na	Primary Assembly	10088	na
Contig749	unplaced-scaffold	na	na	PTTO01002535.1	<>	na	Primary Assembly	48437	na
Contig75	unplaced-scaffold	na	na	PTTO01002715.1	<>	na	Primary Assembly	2425189	na
Contig750	unplaced-scaffold	na	na	PTTO01002429.1	<>	na	Primary Assembly	21126	na
Contig751	unplaced-scaffold	na	na	PTTO01001740.1	<>	na	Primary Assembly	41233	na
Contig752	unplaced-scaffold	na	na	PTTO01001993.1	<>	na	Primary Assembly	73237	na
Contig753	unplaced-scaffold	na	na	PTTO01000774.1	<>	na	Primary Assembly	13868	na
Contig754	unplaced-scaffold	na	na	PTTO01001024.1	<>	na	Primary Assembly	23500	na
Contig755	unplaced-scaffold	na	na	PTTO01000463.1	<>	na	Primary Assembly	24144	na
Contig756	unplaced-scaffold	na	na	PTTO01004086.1	<>	na	Primary Assembly	11687	na
Contig757	unplaced-scaffold	na	na	PTTO01003470.1	<>	na	Primary Assembly	71338	na
Contig758	unplaced-scaffold	na	na	PTTO01002102.1	<>	na	Primary Assembly	35123	na
Contig759	unplaced-scaffold	na	na	PTTO01001608.1	<>	na	Primary Assembly	24925	na
Contig76	unplaced-scaffold	na	na	PTTO01003348.1	<>	na	Primary Assembly	430298	na
Contig760	unplaced-scaffold	na	na	PTTO01001404.1	<>	na	Primary Assembly	26294	na
Contig761	unplaced-scaffold	na	na	PTTO01002145.1	<>	na	Primary Assembly	65300	na
Contig762	unplaced-scaffold	na	na	PTTO01003273.1	<>	na	Primary Assembly	31965	na
Contig763	unplaced-scaffold	na	na	PTTO01002613.1	<>	na	Primary Assembly	5990	na
Contig764	unplaced-scaffold	na	na	PTTO01003395.1	<>	na	Primary Assembly	19392	na
Contig765	unplaced-scaffold	na	na	PTTO01003915.1	<>	na	Primary Assembly	22223	na
Contig766	unplaced-scaffold	na	na	PTTO01000638.1	<>	na	Primary Assembly	28045	na
Contig767	unplaced-scaffold	na	na	PTTO01000043.1	<>	na	Primary Assembly	7330	na
Contig768	unplaced-scaffold	na	na	PTTO01001908.1	<>	na	Primary Assembly	2874	na
Contig769	unplaced-scaffold	na	na	PTTO01001292.1	<>	na	Primary Assembly	17318	na
Contig77	unplaced-scaffold	na	na	PTTO01003146.1	<>	na	Primary Assembly	4001435	na
Contig770	unplaced-scaffold	na	na	PTTO01000193.1	<>	na	Primary Assembly	13298	na
Contig771	unplaced-scaffold	na	na	PTTO01000794.1	<>	na	Primary Assembly	87827	na
Contig772	unplaced-scaffold	na	na	PTTO01001119.1	<>	na	Primary Assembly	6253	na
Contig773	unplaced-scaffold	na	na	PTTO01001727.1	<>	na	Primary Assembly	43683	na
Contig774	unplaced-scaffold	na	na	PTTO01002659.1	<>	na	Primary Assembly	67549	na
Contig775	unplaced-scaffold	na	na	PTTO01003195.1	<>	na	Primary Assembly	53389	na
Contig776	unplaced-scaffold	na	na	PTTO01003712.1	<>	na	Primary Assembly	15249	na
Contig777	unplaced-scaffold	na	na	PTTO01004369.1	<>	na	Primary Assembly	24279	na
Contig778	unplaced-scaffold	na	na	PTTO01000690.1	<>	na	Primary Assembly	16665	na
Contig779	unplaced-scaffold	na	na	PTTO01001316.1	<>	na	Primary Assembly	225835	na
Contig78	unplaced-scaffold	na	na	PTTO01003064.1	<>	na	Primary Assembly	609687	na
Contig780	unplaced-scaffold	na	na	PTTO01000825.1	<>	na	Primary Assembly	21276	na
Contig781	unplaced-scaffold	na	na	PTTO01001462.1	<>	na	Primary Assembly	39786	na
Contig782	unplaced-scaffold	na	na	PTTO01001308.1	<>	na	Primary Assembly	38540	na
Contig783	unplaced-scaffold	na	na	PTTO01001943.1	<>	na	Primary Assembly	32425	na
Contig784	unplaced-scaffold	na	na	PTTO01002293.1	<>	na	Primary Assembly	24314	na
Contig785	unplaced-scaffold	na	na	PTTO01003238.1	<>	na	Primary Assembly	23644	na
Contig786	unplaced-scaffold	na	na	PTTO01003733.1	<>	na	Primary Assembly	45826	na
Contig787	unplaced-scaffold	na	na	PTTO01004313.1	<>	na	Primary Assembly	34949	na
Contig788	unplaced-scaffold	na	na	PTTO01000308.1	<>	na	Primary Assembly	28513	na
Contig789	unplaced-scaffold	na	na	PTTO01000969.1	<>	na	Primary Assembly	5528	na
Contig79	unplaced-scaffold	na	na	PTTO01004505.1	<>	na	Primary Assembly	1793746	na
Contig790	unplaced-scaffold	na	na	PTTO01002516.1	<>	na	Primary Assembly	42772	na
Contig791	unplaced-scaffold	na	na	PTTO01003572.1	<>	na	Primary Assembly	4053	na
Contig792	unplaced-scaffold	na	na	PTTO01004057.1	<>	na	Primary Assembly	63302	na
Contig793	unplaced-scaffold	na	na	PTTO01001797.1	<>	na	Primary Assembly	28583	na
Contig794	unplaced-scaffold	na	na	PTTO01000044.1	<>	na	Primary Assembly	21200	na
Contig795	unplaced-scaffold	na	na	PTTO01003258.1	<>	na	Primary Assembly	32581	na
Contig796	unplaced-scaffold	na	na	PTTO01001467.1	<>	na	Primary Assembly	13523	na
Contig797	unplaced-scaffold	na	na	PTTO01003784.1	<>	na	Primary Assembly	82531	na
Contig798	unplaced-scaffold	na	na	PTTO01004289.1	<>	na	Primary Assembly	15520	na
Contig799	unplaced-scaffold	na	na	PTTO01000677.1	<>	na	Primary Assembly	25329	na
Contig8	unplaced-scaffold	na	na	PTTO01001073.1	<>	na	Primary Assembly	5684024	na
Contig80	unplaced-scaffold	na	na	PTTO01002803.1	<>	na	Primary Assembly	3000613	na
Contig800	unplaced-scaffold	na	na	PTTO01000585.1	<>	na	Primary Assembly	11918	na
Contig801	unplaced-scaffold	na	na	PTTO01000105.1	<>	na	Primary Assembly	43897	na
Contig802	unplaced-scaffold	na	na	PTTO01004368.1	<>	na	Primary Assembly	17780	na
Contig803	unplaced-scaffold	na	na	PTTO01003923.1	<>	na	Primary Assembly	44120	na
Contig804	unplaced-scaffold	na	na	PTTO01003307.1	<>	na	Primary Assembly	48980	na
Contig805	unplaced-scaffold	na	na	PTTO01002950.1	<>	na	Primary Assembly	48791	na
Contig806	unplaced-scaffold	na	na	PTTO01003324.1	<>	na	Primary Assembly	41653	na
Contig807	unplaced-scaffold	na	na	PTTO01000284.1	<>	na	Primary Assembly	46224	na
Contig808	unplaced-scaffold	na	na	PTTO01001851.1	<>	na	Primary Assembly	11040	na
Contig809	unplaced-scaffold	na	na	PTTO01003612.1	<>	na	Primary Assembly	54985	na
Contig81	unplaced-scaffold	na	na	PTTO01001535.1	<>	na	Primary Assembly	362925	na
Contig810	unplaced-scaffold	na	na	PTTO01002037.1	<>	na	Primary Assembly	25109	na
Contig811	unplaced-scaffold	na	na	PTTO01001411.1	<>	na	Primary Assembly	15909	na
Contig812	unplaced-scaffold	na	na	PTTO01004212.1	<>	na	Primary Assembly	32826	na
Contig813	unplaced-scaffold	na	na	PTTO01003819.1	<>	na	Primary Assembly	64389	na
Contig814	unplaced-scaffold	na	na	PTTO01000627.1	<>	na	Primary Assembly	30358	na
Contig815	unplaced-scaffold	na	na	PTTO01000223.1	<>	na	Primary Assembly	11252	na
Contig816	unplaced-scaffold	na	na	PTTO01001687.1	<>	na	Primary Assembly	21277	na
Contig817	unplaced-scaffold	na	na	PTTO01001205.1	<>	na	Primary Assembly	11510	na
Contig818	unplaced-scaffold	na	na	PTTO01001530.1	<>	na	Primary Assembly	41500	na
Contig819	unplaced-scaffold	na	na	PTTO01003150.1	<>	na	Primary Assembly	20115	na
Contig82	unplaced-scaffold	na	na	PTTO01000872.1	<>	na	Primary Assembly	3253040	na
Contig820	unplaced-scaffold	na	na	PTTO01002469.1	<>	na	Primary Assembly	145225	na
Contig821	unplaced-scaffold	na	na	PTTO01003990.1	<>	na	Primary Assembly	22164	na
Contig822	unplaced-scaffold	na	na	PTTO01004187.1	<>	na	Primary Assembly	16479	na
Contig823	unplaced-scaffold	na	na	PTTO01003624.1	<>	na	Primary Assembly	84575	na
Contig824	unplaced-scaffold	na	na	PTTO01000266.1	<>	na	Primary Assembly	17659	na
Contig825	unplaced-scaffold	na	na	PTTO01002050.1	<>	na	Primary Assembly	63634	na
Contig826	unplaced-scaffold	na	na	PTTO01002821.1	<>	na	Primary Assembly	36680	na
Contig827	unplaced-scaffold	na	na	PTTO01002757.1	<>	na	Primary Assembly	4424	na
Contig828	unplaced-scaffold	na	na	PTTO01004006.1	<>	na	Primary Assembly	18856	na
Contig829	unplaced-scaffold	na	na	PTTO01003434.1	<>	na	Primary Assembly	24236	na
Contig83	unplaced-scaffold	na	na	PTTO01004280.1	<>	na	Primary Assembly	1914931	na
Contig830	unplaced-scaffold	na	na	PTTO01003131.1	<>	na	Primary Assembly	27411	na
Contig831	unplaced-scaffold	na	na	PTTO01003046.1	<>	na	Primary Assembly	31106	na
Contig832	unplaced-scaffold	na	na	PTTO01001911.1	<>	na	Primary Assembly	12356	na
Contig833	unplaced-scaffold	na	na	PTTO01001245.1	<>	na	Primary Assembly	20633	na
Contig834	unplaced-scaffold	na	na	PTTO01000633.1	<>	na	Primary Assembly	26652	na
Contig835	unplaced-scaffold	na	na	PTTO01000042.1	<>	na	Primary Assembly	23465	na
Contig836	unplaced-scaffold	na	na	PTTO01000407.1	<>	na	Primary Assembly	660218	na
Contig837	unplaced-scaffold	na	na	PTTO01004418.1	<>	na	Primary Assembly	32357	na
Contig838	unplaced-scaffold	na	na	PTTO01004129.1	<>	na	Primary Assembly	15288	na
Contig839	unplaced-scaffold	na	na	PTTO01003625.1	<>	na	Primary Assembly	28181	na
Contig84	unplaced-scaffold	na	na	PTTO01004390.1	<>	na	Primary Assembly	3770225	na
Contig840	unplaced-scaffold	na	na	PTTO01000970.1	<>	na	Primary Assembly	16026	na
Contig841	unplaced-scaffold	na	na	PTTO01001519.1	<>	na	Primary Assembly	10507	na
Contig842	unplaced-scaffold	na	na	PTTO01001276.1	<>	na	Primary Assembly	23409	na
Contig843	unplaced-scaffold	na	na	PTTO01002746.1	<>	na	Primary Assembly	7434	na
Contig844	unplaced-scaffold	na	na	PTTO01001957.1	<>	na	Primary Assembly	33972	na
Contig845	unplaced-scaffold	na	na	PTTO01004073.1	<>	na	Primary Assembly	75846	na
Contig846	unplaced-scaffold	na	na	PTTO01003934.1	<>	na	Primary Assembly	6712	na
Contig847	unplaced-scaffold	na	na	PTTO01000742.1	<>	na	Primary Assembly	25368	na
Contig848	unplaced-scaffold	na	na	PTTO01000008.1	<>	na	Primary Assembly	33308	na
Contig849	unplaced-scaffold	na	na	PTTO01001263.1	<>	na	Primary Assembly	31147	na
Contig85	unplaced-scaffold	na	na	PTTO01002967.1	<>	na	Primary Assembly	18814901	na
Contig850	unplaced-scaffold	na	na	PTTO01002038.1	<>	na	Primary Assembly	49996	na
Contig851	unplaced-scaffold	na	na	PTTO01001402.1	<>	na	Primary Assembly	25683	na
Contig852	unplaced-scaffold	na	na	PTTO01002414.1	<>	na	Primary Assembly	190506	na
Contig853	unplaced-scaffold	na	na	PTTO01002395.1	<>	na	Primary Assembly	110690	na
Contig854	unplaced-scaffold	na	na	PTTO01004076.1	<>	na	Primary Assembly	17673	na
Contig855	unplaced-scaffold	na	na	PTTO01003424.1	<>	na	Primary Assembly	126585	na
Contig856	unplaced-scaffold	na	na	PTTO01001098.1	<>	na	Primary Assembly	17782	na
Contig857	unplaced-scaffold	na	na	PTTO01000989.1	<>	na	Primary Assembly	42819	na
Contig858	unplaced-scaffold	na	na	PTTO01000359.1	<>	na	Primary Assembly	38363	na
Contig859	unplaced-scaffold	na	na	PTTO01001986.1	<>	na	Primary Assembly	28663	na
Contig86	unplaced-scaffold	na	na	PTTO01002458.1	<>	na	Primary Assembly	1064099	na
Contig860	unplaced-scaffold	na	na	PTTO01003970.1	<>	na	Primary Assembly	14295	na
Contig861	unplaced-scaffold	na	na	PTTO01000582.1	<>	na	Primary Assembly	11518	na
Contig862	unplaced-scaffold	na	na	PTTO01000116.1	<>	na	Primary Assembly	35903	na
Contig863	unplaced-scaffold	na	na	PTTO01001864.1	<>	na	Primary Assembly	22810	na
Contig864	unplaced-scaffold	na	na	PTTO01001381.1	<>	na	Primary Assembly	19799	na
Contig865	unplaced-scaffold	na	na	PTTO01001468.1	<>	na	Primary Assembly	28069	na
Contig866	unplaced-scaffold	na	na	PTTO01003375.1	<>	na	Primary Assembly	54308	na
Contig867	unplaced-scaffold	na	na	PTTO01002738.1	<>	na	Primary Assembly	42291	na
Contig868	unplaced-scaffold	na	na	PTTO01002257.1	<>	na	Primary Assembly	21510	na
Contig869	unplaced-scaffold	na	na	PTTO01003508.1	<>	na	Primary Assembly	49725	na
Contig87	unplaced-scaffold	na	na	PTTO01002549.1	<>	na	Primary Assembly	3660318	na
Contig870	unplaced-scaffold	na	na	PTTO01004400.1	<>	na	Primary Assembly	31457	na
Contig871	unplaced-scaffold	na	na	PTTO01003435.1	<>	na	Primary Assembly	4335	na
Contig872	unplaced-scaffold	na	na	PTTO01003077.1	<>	na	Primary Assembly	30423	na
Contig873	unplaced-scaffold	na	na	PTTO01002868.1	<>	na	Primary Assembly	40906	na
Contig874	unplaced-scaffold	na	na	PTTO01002319.1	<>	na	Primary Assembly	32363	na
Contig875	unplaced-scaffold	na	na	PTTO01001577.1	<>	na	Primary Assembly	7472	na
Contig876	unplaced-scaffold	na	na	PTTO01001089.1	<>	na	Primary Assembly	36879	na
Contig877	unplaced-scaffold	na	na	PTTO01004243.1	<>	na	Primary Assembly	50267	na
Contig878	unplaced-scaffold	na	na	PTTO01003764.1	<>	na	Primary Assembly	101952	na
Contig879	unplaced-scaffold	na	na	PTTO01002825.1	<>	na	Primary Assembly	10397	na
Contig88	unplaced-scaffold	na	na	PTTO01002075.1	<>	na	Primary Assembly	2504621	na
Contig880	unplaced-scaffold	na	na	PTTO01002455.1	<>	na	Primary Assembly	15503	na
Contig881	unplaced-scaffold	na	na	PTTO01003528.1	<>	na	Primary Assembly	132094	na
Contig882	unplaced-scaffold	na	na	PTTO01003287.1	<>	na	Primary Assembly	60924	na
Contig883	unplaced-scaffold	na	na	PTTO01002491.1	<>	na	Primary Assembly	18212	na
Contig884	unplaced-scaffold	na	na	PTTO01001713.1	<>	na	Primary Assembly	21772	na
Contig885	unplaced-scaffold	na	na	PTTO01002083.1	<>	na	Primary Assembly	29895	na
Contig886	unplaced-scaffold	na	na	PTTO01001429.1	<>	na	Primary Assembly	18064	na
Contig887	unplaced-scaffold	na	na	PTTO01001078.1	<>	na	Primary Assembly	33975	na
Contig888	unplaced-scaffold	na	na	PTTO01000446.1	<>	na	Primary Assembly	24014	na
Contig889	unplaced-scaffold	na	na	PTTO01002894.1	<>	na	Primary Assembly	34760	na
Contig89	unplaced-scaffold	na	na	PTTO01000966.1	<>	na	Primary Assembly	1002533	na
Contig890	unplaced-scaffold	na	na	PTTO01002773.1	<>	na	Primary Assembly	81054	na
Contig891	unplaced-scaffold	na	na	PTTO01001039.1	<>	na	Primary Assembly	82460	na
Contig892	unplaced-scaffold	na	na	PTTO01001545.1	<>	na	Primary Assembly	16630	na
Contig893	unplaced-scaffold	na	na	PTTO01004270.1	<>	na	Primary Assembly	10041	na
Contig894	unplaced-scaffold	na	na	PTTO01004234.1	<>	na	Primary Assembly	56687	na
Contig895	unplaced-scaffold	na	na	PTTO01002430.1	<>	na	Primary Assembly	59132	na
Contig896	unplaced-scaffold	na	na	PTTO01002837.1	<>	na	Primary Assembly	28702	na
Contig897	unplaced-scaffold	na	na	PTTO01001606.1	<>	na	Primary Assembly	28485	na
Contig898	unplaced-scaffold	na	na	PTTO01002160.1	<>	na	Primary Assembly	28643	na
Contig899	unplaced-scaffold	na	na	PTTO01000387.1	<>	na	Primary Assembly	69446	na
Contig9	unplaced-scaffold	na	na	PTTO01004535.1	<>	na	Primary Assembly	9472803	na
Contig90	unplaced-scaffold	na	na	PTTO01000120.1	<>	na	Primary Assembly	1109540	na
Contig900	unplaced-scaffold	na	na	PTTO01003015.1	<>	na	Primary Assembly	21065	na
Contig901	unplaced-scaffold	na	na	PTTO01002067.1	<>	na	Primary Assembly	3414	na
Contig902	unplaced-scaffold	na	na	PTTO01000299.1	<>	na	Primary Assembly	10020	na
Contig903	unplaced-scaffold	na	na	PTTO01000556.1	<>	na	Primary Assembly	59228	na
Contig904	unplaced-scaffold	na	na	PTTO01003944.1	<>	na	Primary Assembly	10920	na
Contig905	unplaced-scaffold	na	na	PTTO01004128.1	<>	na	Primary Assembly	33825	na
Contig906	unplaced-scaffold	na	na	PTTO01002291.1	<>	na	Primary Assembly	34420	na
Contig907	unplaced-scaffold	na	na	PTTO01001526.1	<>	na	Primary Assembly	75555	na
Contig908	unplaced-scaffold	na	na	PTTO01001314.1	<>	na	Primary Assembly	57460	na
Contig909	unplaced-scaffold	na	na	PTTO01000507.1	<>	na	Primary Assembly	8365	na
Contig91	unplaced-scaffold	na	na	PTTO01001450.1	<>	na	Primary Assembly	85265	na
Contig910	unplaced-scaffold	na	na	PTTO01001822.1	<>	na	Primary Assembly	28310	na
Contig911	unplaced-scaffold	na	na	PTTO01000082.1	<>	na	Primary Assembly	17614	na
Contig912	unplaced-scaffold	na	na	PTTO01001097.1	<>	na	Primary Assembly	30755	na
Contig913	unplaced-scaffold	na	na	PTTO01004407.1	<>	na	Primary Assembly	113663	na
Contig914	unplaced-scaffold	na	na	PTTO01002466.1	<>	na	Primary Assembly	25029	na
Contig915	unplaced-scaffold	na	na	PTTO01001424.1	<>	na	Primary Assembly	38196	na
Contig916	unplaced-scaffold	na	na	PTTO01002090.1	<>	na	Primary Assembly	5674	na
Contig917	unplaced-scaffold	na	na	PTTO01001820.1	<>	na	Primary Assembly	49355	na
Contig918	unplaced-scaffold	na	na	PTTO01000060.1	<>	na	Primary Assembly	21468	na
